艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜175最小,対潜175最大,回避初期最小,回避初期最大,回避最大,回避175最小,回避175最大,索敵初期最小,索敵初期最大,索敵最大,索敵175最小,索敵175最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
209,1309,"金剛改","こんごう",8,6,1012,78,149,75,2400,2400,0,0,0,0,1,75,89,83,85,72,94,0,0,28,79,67,89,0,0,0,0,0,35,35,69,95,95,15,15,49,75,75,12,69,10,3,6,4,3,3,3,3,0,8,12,10,-1,-1,240,10,14,33,3,4,0,2,3,"英国で生まれた帰国子女の金剛デース。<br>ヨロシクオネガイシマース！","超弩級戦艦として建造技術導入を兼ねて英国ヴィッカ<br>ース社で建造された、金剛デース！<br>太平洋戦域でも持前の高速力を活かして、大活躍デー<br>ス！<br>期待してネ！",90,120,3,"fxypdctjnicq",20,27,827
210,1310,"比叡改","ひえい",8,6,1022,86,150,75,2400,2400,0,0,0,0,1,75,89,83,85,72,94,0,0,28,79,67,89,0,0,0,0,0,35,35,69,95,95,15,15,49,75,75,12,69,10,3,6,4,3,3,3,3,0,8,12,10,-1,-1,240,10,14,33,3,4,0,2,3,"金剛お姉さまの妹分、比叡です。<br>経験を積んで、姉さまに少しでも近づきたいです。","井上提督も愛した巡洋戦艦、比叡です。<br>ぴかぴかに肌を磨いて、御召艦としても活躍したの。<br>大和型のテスト艦にもなったのよ、知ってた？<br>え？ソロモン海戦？そうよ、奮闘したわ！",90,120,3,"iatmdvvwlngq",15,23,827
211,1311,"榛名改","はるな",8,6,1032,79,151,80,2400,2400,0,0,0,0,1,75,89,83,85,72,94,0,0,28,79,67,89,0,0,0,0,0,35,35,69,95,95,15,15,49,75,75,20,69,10,3,6,4,3,3,3,3,0,8,12,10,-1,-1,240,10,14,33,3,4,0,2,3,"高速戦艦、榛名、着任しました。<br>あなたが提督なのね？　よろしくお願い致します。","高速の巡洋戦艦、榛名です。<br>国産の四一式36センチ砲を装備しました。<br>呉鎮守府の江田島で最後まで空を睨んで奮戦したわ。<br>高速戦艦四姉妹で最期まで、戦い抜いた榛名のこと、<br>覚えていてね。",90,120,3,"nolhhoujolpc",33,23,827
212,1312,"霧島改","きりしま",8,6,1042,85,152,75,2400,2400,0,0,0,0,1,75,89,83,85,72,94,0,0,28,79,67,89,0,0,0,0,0,35,35,69,95,95,15,15,49,75,75,12,69,10,3,6,4,3,3,3,3,0,8,12,10,-1,-1,240,10,14,33,3,4,0,2,3,"マイク音量大丈夫…？チェック、1，2……。<br>よし。はじめまして、私、霧島です。","霧島です。姉妹艦の榛名には、頭脳は負けないわよ？<br>純国産高速戦艦として、奮戦するんだからっ！<br>現代の海自イージス艦にもその名は受け継がれたの。",90,120,3,"kexwyrcqjxfs",14,24,827
213,1313,"天龍改","てんりゅう",3,21,10012,51,477,84,480,360,0,0,0,0,1,40,54,46,48,20,59,24,79,12,49,28,59,24,24,69,103,103,42,42,79,107,107,10,10,49,78,78,12,59,10,2,4,3,0,0,0,0,0,4,10,15,-1,-1,60,1,1,8,0,1,1,1,2,"オレの名は天龍。<br>フフフ、怖いか？","天龍型１番艦、天龍だ。<br>駆逐艦を束ねて、殴り込みの水雷戦隊を率いるぜ。<br>相棒は、同型艦の龍田だ。<br>あいつ、ちゃんとやってるかな？ま、いいけどな。",25,25,1,"wjcrloeyiyxw",23,13,827
214,1314,"龍田改","たつた",3,21,10022,52,478,80,420,380,0,0,0,0,1,40,54,46,48,20,59,24,79,12,49,28,59,24,24,69,103,103,42,42,79,107,107,10,10,49,78,78,12,59,10,2,4,3,0,0,0,0,0,4,10,15,-1,-1,60,1,1,8,0,1,1,1,2,"初めまして、龍田だよ。<br>天龍ちゃんがご迷惑かけてないかなあ～。","軽巡洋艦、天龍型２番艦の龍田よ。<br>生まれは佐世保なの。<br>天龍ちゃんがみんなに迷惑かけてない？心配よね～。<br>え？私？私は潜水艦が、ちょっと鬼門だわ～。",25,25,1,"chmytqkkilrv",23,13,827
215,1315,"球磨改","くま",3,4,10032,99,0,0,0,0,0,0,0,0,1,42,59,48,50,20,69,24,89,15,69,29,69,24,24,79,121,121,40,40,79,108,108,10,10,49,78,78,12,59,10,2,5,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,2,1,1,2,"クマー。<br>よろしくだクマ。","球磨型軽巡洋艦の１番艦、球磨だクマ。<br>佐世保生まれだクマ。ちょっと古いところもあるけ<br>ど、頑張るクマー。",25,30,1,"mbgjkzlvemui",36,11,827
216,1316,"多摩改","たま",3,4,10042,100,547,70,550,700,1,0,0,0,1,42,59,48,50,20,59,24,79,15,59,29,59,24,24,79,121,121,40,40,79,108,108,10,10,49,78,78,12,59,10,2,4,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,1,1,1,2,"軽巡、多摩です。<br>猫じゃないにゃ。","球磨型軽巡洋艦の２番艦、多摩だにゃ。<br>水雷戦隊の旗艦として、ご奉公するにゃ！<br>にゃ？多摩って名前だけど、猫じゃないもん！",25,30,1,"cxhxktltjtbg",59,11,827
217,1317,"木曾改","きそ",3,4,10072,101,146,65,750,400,0,0,0,0,1,42,59,48,50,20,59,24,79,15,59,29,59,24,24,79,121,121,40,40,79,108,108,10,10,49,78,78,12,59,10,2,4,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,1,1,1,2,"木曾だ、お前に最高の勝利を与えてやる。","5500トン型の軽巡洋艦、球磨型の木曾だ。よろしく<br>な。<br>やれ、滑走台だ、カタパルトだ、そんなもんはいらね<br>えな。<br>戦いは敵の懐に飛び込んでやるもんよ。なあ？",25,30,0,"gjyqwffsmfgw",12,12,827
218,1318,"長良改","ながら",3,20,10082,21,0,0,0,0,0,0,0,0,1,43,59,49,51,20,69,24,89,15,69,29,69,24,24,79,121,121,40,40,79,108,108,10,10,49,78,78,12,59,10,2,5,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,2,1,1,2,"軽巡、長良です。<br>よろしくお願いします！","5500トン級軽巡洋艦、長良型の１番艦、長良よ。<br>ちょっとモデルは古いけど、高速・魚雷発射主兵装・<br>水雷戦隊指揮能力と、駆逐艦仕切るにはバッチリで<br>しょ？<br>ソロモン海での激闘でも奮戦したんだから！",25,30,1,"jmpkkzqwgxtc",13,5,827
219,1319,"五十鈴改","いすず",3,20,10092,22,141,50,360,270,0,0,0,0,1,37,59,42,44,18,59,24,79,40,59,29,59,48,48,79,102,102,40,40,79,108,108,10,10,49,78,78,12,59,10,2,4,3,1,1,1,0,0,10,30,15,-1,-1,60,2,2,10,0,1,1,4,2,"五十鈴です。水雷戦隊の指揮ならお任せ。<br>全力で提督を勝利に導くわ。よろしくね。","五十鈴は、大正時代に建造された長良型軽巡の２番<br>艦。<br>韋駄天さはもちろんだけど、私の歴代艦長の中から<br>は、あの山本五十六提督、山口多聞提督など後の海軍<br>を支える人物が多数輩出されたの。凄いでしょ？",25,30,0,"espxbipsjiyt",12,1,827
220,1320,"由良改","ゆら",3,20,10112,23,488,77,370,770,1,0,0,0,1,43,59,49,51,20,59,24,79,15,59,29,59,48,48,79,102,102,40,40,79,108,108,10,10,49,78,78,12,59,10,2,4,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,1,1,1,2,"長良型軽巡四番艦の「由良」です。<br>どうぞ、よろしくお願いいたしますっ！","長良型軽巡４番艦の由良です。<br>私たちの中では、初めて水上偵察機を搭載したの。<br>水雷戦隊や潜水戦隊の旗艦として、活躍したのよ？<br>ドーントレスとかＢ17とかそういうのはちょっと苦<br>手。",25,30,3,"xtqbjysffsvx",30,28,827
221,1321,"名取改","なとり",3,20,10102,53,0,0,0,0,0,0,0,0,1,43,59,49,51,20,69,24,89,15,59,29,59,24,24,79,121,121,40,40,79,108,108,10,10,49,78,78,12,59,10,2,4,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,1,1,1,2,"名取といいます。<br>ご迷惑をおかけしないように、が、頑張ります。","長良型３番艦の名取です。<br>ちょっと古いモデルっていわれるけれど、高速軽巡洋<br>艦として使い方はあるはず…<br>そ、そう、水雷戦隊には、ぜひ配属してくださいね。<br>が、頑張りますから！",25,30,1,"aqgjvutybsbk",14,5,827
222,1322,"川内改","せんだい",3,16,10142,54,158,60,480,300,0,0,0,0,1,44,59,50,52,20,59,24,79,15,69,29,69,24,24,79,121,121,40,40,79,108,108,10,10,49,78,78,12,59,10,2,5,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,2,1,1,2,"川内、参上。<br>夜戦なら任せておいて！","5500トン級の軽巡洋艦の最終タイプ、それが私、川<br>内型よ。<br>熟成された軽巡の魅力、たっぷり教えてあげるから。<br>もちろん、夜戦でね！",25,30,1,"zhixojcwijfj",16,7,827
223,1323,"神通改","じんつう",3,16,10152,55,159,60,480,300,0,0,0,0,1,44,59,50,52,20,59,24,79,15,59,29,59,24,24,79,121,121,40,40,79,108,108,10,10,49,78,78,12,59,10,2,4,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,1,1,1,2,"あの……軽巡洋艦、神通です。<br>どうか、よろしくお願い致します……","神通です。近代化改装を受け、<br>第２水雷戦隊の旗艦を務めました。<br>コロンバンガラ島沖海戦では先頭に立って奮戦しま<br>す。<br>でも、みんな私の事狙うんですもの…ひどいわ……。",25,30,1,"ncijtxixkghu",22,8,827
224,1324,"那珂改","なか",3,16,10162,56,160,48,400,480,0,0,0,0,1,44,59,50,52,20,59,24,79,15,59,29,59,32,32,79,115,115,40,40,79,108,108,10,10,49,78,78,12,59,10,2,4,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,1,1,1,2,"艦隊のアイドル、那珂（なか）ちゃんだよー！<br>よっろしくぅ！","第４水雷戦隊のセンターも務めた那珂だよ！<br>お仕事沢山入ってて、輸送船の護衛任務や、トラック<br>島から南方への輸送任務とか…<br>…え、地方巡業じゃんって？ そんなことないしっ！",25,30,1,"vxkcklmfevkk",20,12,827
225,1325,"陽炎改","かげろう",2,30,16012,17,566,70,480,360,1,0,0,0,1,32,49,37,39,12,49,28,79,16,49,14,49,27,27,59,83,83,47,47,89,121,121,8,8,39,62,62,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,24,1,2,10,0,1,1,1,1,"やっと会えた！　陽炎よ。<br>よろしくねっ！","第四次軍備充実計画で建造された陽炎型駆逐艦、ネー<br>ムシップの陽炎よ。<br>新鋭の主力駆逐艦として、ハワイ攻撃機動部隊を始<br>め、様々な作戦に参加したわ！<br>よろしくね！",15,20,1,"ffyychaekjsj",13,13,827
226,1326,"不知火改","しらぬい",2,30,16022,18,567,72,470,370,1,0,0,0,1,32,49,37,39,12,49,28,79,16,49,14,49,27,27,59,83,83,47,47,89,121,121,8,8,39,62,62,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,24,1,2,10,0,1,1,1,1,"不知火です。<br>ご指導ご鞭撻、よろしくです。","陽炎型駆逐艦２番艦、不知火です。<br>陽炎らと共にハワイ作戦部隊の護衛も務めました。<br>運命のレイテ沖海戦では志摩艦隊に所属、スリガオ海<br>峡に突入しました。",15,20,1,"algyyokhbnwz",23,13,827
227,1327,"黒潮改","くろしお",2,30,16032,19,568,73,460,380,1,0,0,0,1,32,49,37,39,12,49,28,79,16,49,14,49,27,27,59,83,83,47,47,89,121,121,8,8,39,62,62,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,24,1,2,10,0,1,1,1,1,"黒潮や、よろしゅうな。","大阪の民間造船所で建造された、陽炎型駆逐艦の３番<br>艦、黒潮や。<br>こう見えても、スラバヤ沖海戦、南太平洋海戦、第三<br>次ソロモン海戦などの激戦に参加したんやで。",15,20,1,"qsnkljxqtrgb",14,14,827
228,1328,"雪風改","ゆきかぜ",2,30,16082,20,0,0,0,0,0,0,0,0,1,32,49,37,39,12,59,28,89,16,59,14,59,27,27,59,83,83,67,67,99,123,123,8,8,39,62,62,60,99,10,1,6,3,0,0,0,0,0,3,15,-1,-1,-1,24,1,2,10,0,1,1,2,2,"陽炎型駆逐艦８番艦、雪風です。<br>どうぞ、よろしくお願いしますっ！","陽炎型駆逐艦８番艦の雪風です。<br>私たち主力艦隊型駆逐艦の中で、十数回以上の主要海<br>戦に参加しながらも、唯一ほとんど無傷で終戦まで生<br>き残りました。<br>奇跡の駆逐艦って？ううん、奇跡じゃないですっ！",15,20,1,"avfbkpphumso",20,17,827
229,1329,"島風改","しまかぜ",2,22,18012,50,0,0,0,0,0,0,0,0,1,36,59,41,43,14,59,48,99,16,59,14,59,27,27,59,83,83,55,55,99,132,132,9,9,39,62,62,12,59,10,1,6,3,0,0,0,0,0,27,46,40,-1,-1,30,1,3,15,0,1,2,1,2,"駆逐艦島風です。スピードなら誰にも負けません。<br>速きこと、島風の如し、です！","艦隊型駆逐艦の最高峰を目指して開発された、高速で<br>重雷装の駆逐艦、島風型よ。<br>40ノット以上の快速なんだから。<br>でも、量産には向かなくって、私一隻しか建造されな<br>かったの。",20,25,1,"cjhtlviffiwb",12,10,827
230,1330,"朧改","おぼろ",2,1,14172,93,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"アタシ、綾波型駆逐艦「朧」。<br>誰にも負けない…たぶん……","綾波型駆逐艦７番艦の朧です。<br>佐世保の海軍工廠生まれです。南方進攻作戦などに参<br>加しました。熱いところの海の方がいいな。<br>キス…か？じゃなくって、寒いキスカ島は…あまり近<br>づきたくない…かな。",15,20,1,"sbdfpooechyn",45,32,827
231,1331,"曙改","あけぼの",2,1,14182,15,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"特型駆逐艦「曙」よ。<br>って、こっち見んな！　この糞提督！","特型駆逐艦１８番艦、綾波型の８番艦、曙よ。<br>お相撲さんではないわ。覚えておいて。<br>初の空母戦、珊瑚海海戦にも参加したわ！<br>けど、何気に潜水艦は苦手かな…。",15,20,1,"wnocckxgfmnh",62,32,827
232,1332,"漣改","さざなみ",2,1,14192,94,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"綾波型駆逐艦「漣」です、ご主人さま。<br>こう書いてさざなみと読みます。","特型駆逐艦の１９番目、綾波型でいうと、９番艦の漣<br>だよ。<br>読みにくいって？貴方が字を知らないだけヨ。<br>南雲機動部隊が真珠湾でボコボコやってる時、ミッド<br>ウェー島砲撃を敢行したよ。何気に凄くない？",15,20,1,"xfxhmadcxfdq",43,32,827
233,1333,"潮改","うしお",2,1,14202,16,407,60,30,170,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,20,79,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"特型駆逐艦…綾波型の「潮」です。<br>もう下がってよろしいでしょうか…。","綾波型１０番艦の潮です。<br>レイテ沖海戦などの激戦を潜り抜け、運命のあの日、<br>横須賀で御役目を終えるまで戦い抜きました。<br>あ、あの…沈めた敵艦の皆さんも…ホントはお助けし<br>たいのです。ホントです！",15,20,1,"dpqjexkcixhw",56,32,827
234,1334,"暁改","あかつき",2,5,14212,34,437,70,190,190,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"暁よ。<br>一人前のレディーとして扱ってよね！","特Ⅲ型駆逐艦１番艦の暁よ。<br>吹雪型をベースに航行性能や航続距離を向上させた<br>の。特型駆逐艦の最終完成形なんだから！<br>ちゃんとレディーとして活躍したのよ！<br>ほ、ほんとなんだからっ。",15,20,3,"slzosqvxjxus",3,3,827
235,1335,"響改","ひびき",2,5,14222,35,147,70,200,240,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,13,44,-1,-1,-1,20,1,2,10,0,1,1,1,1,"響だよ。<br>その活躍ぶりから不死鳥の通り名もあるよ。","数ある特型駆逐艦の中で、最後まで生き残ったのが、<br>響。転戦の後、あの大和水上特攻時には修理で同行で<br>きなかったんだ。<br>賠償艦としてソ連に引き渡され「信頼できる」という<br>意味の艦名になったんだ。",15,20,0,"wpaqzeclspdr",3,3,827
236,1336,"雷改","いかづち",2,5,14232,36,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"雷よ！　かみなりじゃないわ！<br>そこのとこもよろしく頼むわねっ！","スラバヤ沖海戦では駆逐艦電と一緒に協力して、沈没<br>した敵艦隊の生存者の救助に当たったのよ。<br>ただ強いだけじゃ、だめだと思うの。<br>ね、司令官！",15,20,1,"eathbqlrqvda",14,5,827
237,1337,"電改","いなづま",2,5,14242,37,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"電です。<br>どうか、よろしくお願いいたします。","スラバヤ沖海戦で撃沈した敵艦の乗員の救助に努めた<br>後、キスカ、ソロモン、ニューギニア、アッツ島な<br>ど、各戦域を転戦しました…<br>頑張ったの…です…。",15,20,1,"bqvrrfdcuvdr",14,5,827
238,1338,"初春改","はつはる",2,10,15012,38,326,65,200,200,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,14,-1,-1,-1,20,1,2,10,0,1,1,1,1,"わらわが初春じゃ。<br>よろしく頼みますぞ。","初春型駆逐艦、１番艦の初春じゃ。<br>わらわは、北方部隊に所属。戦雲渦巻くアッツやキス<br>カなどの北方海域で活躍したぞ。<br>北海道周辺も好きな海域じゃな。マニラ湾やオルモッ<br>ク…？ああ、熱いところは苦手じゃ。",15,20,3,"tedevipdbvdr",14,18,827
239,1339,"子日改","ねのひ",2,10,15022,39,0,0,0,0,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,14,-1,-1,-1,20,1,2,10,0,1,1,1,1,"初めまして、ねのひ、だよぉ！<br>艦名、読みづらくなんか、ないよね？ね？","丸一計画で建造された、初春型駆逐艦２番艦の子日だ<br>よ。<br>初春などの姉妹艦で第２１駆逐隊を編成して色々と頑<br>張ったんだよ。<br>なに？潜水艦…？嫌いキライ！",15,20,1,"nkrmsykdohgo",22,14,827
240,1340,"若葉改","わかば",2,10,15032,40,0,0,0,0,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,14,-1,-1,-1,20,1,2,10,0,1,1,1,1,"駆逐艦、若葉だ。","初春型駆逐艦３番艦、若葉だ。<br>アッツ島沖海戦やキスカ島撤退作戦などに参加した。<br>そうだ、北方海域だ。<br>ああ、濃霧には注意が必要だ。ぶつかりやすい。<br>特に「初霜」、お前は要注意だ。",15,20,1,"tkcwrodgemlj",11,14,827
241,1341,"初霜改","はつしも",2,10,15042,41,419,70,230,220,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,13,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,14,-1,-1,-1,20,1,2,10,0,1,1,1,1,"初春型四番艦、初霜です。<br>皆さん、よろしくお願いします！","初春型駆逐艦の４番艦、初霜です。<br>アリューシャン作戦、アッツ島沖海戦、キスカ島撤退<br>作戦、マリアナ沖海戦、北号作戦、坊ノ岬沖海戦な<br>ど、様々な激戦に参加しました！<br>ほんと、頑張ったんです！",15,20,3,"woutqrqtdzqi",10,13,827
242,1342,"白露改","しらつゆ",2,23,15072,42,497,77,200,180,0,0,1,0,1,30,48,35,37,12,49,28,79,15,49,14,49,24,24,59,85,85,45,45,89,122,122,7,7,39,63,63,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"白露型駆逐艦一番艦、「白露」です！<br>はい、一番艦ですっ！","初春型駆逐艦の次に開発された白露型の１番艦、白露<br>だよ！　そう、１番艦だよ、１番艦。<br>色々と改良された艦隊型駆逐艦なんだから！<br>え？慌ててタンカーと衝突しないようにって？大丈<br>夫！",15,20,1,"xcbmsjqrostq",45,46,827
